"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","gene_name"
"ENSG00000126803",449.176836543227,2.45877945685132,0.164250709766608,14.9696732534376,1.15889216604859e-50,4.17942870763764e-48,"Up","HSPA2"
"ENSG00000102804",5397.33558773763,1.20142039212373,0.0803728193956386,14.9480931633079,1.60273024760785e-50,5.66675133820879e-48,"Up","TSC22D1"
"ENSG00000138316",799.560819258847,-2.50718416647069,0.169147842102226,-14.822442517212,1.04899629853948e-49,3.63759639524305e-47,"Down","ADAMTS14"
"ENSG00000133142",3055.98067746606,1.53911957758764,0.10409077976984,14.7863199890602,1.79503351916576e-49,6.10717819199945e-47,"Up","TCEAL4"
"ENSG00000131389",740.403133853246,-2.12489464850381,0.145291887947867,-14.6250054185149,1.94555395079145e-48,6.49670904456879e-46,"Down","SLC6A6"
"ENSG00000168309",159.530276360668,4.83499938097495,0.330634628147781,14.6233908047099,1.99225781131189e-48,6.53170779155926e-46,"Up","FAM107A"
"ENSG00000103196",3082.088884672,2.63129831703915,0.180110527607805,14.6093532231989,2.44831174046686e-48,7.88356380430328e-46,"Up","CRISPLD2"
"ENSG00000124440",197.042690626187,2.53000752187396,0.173550820463369,14.5779058555817,3.88244468280033e-48,1.22821478105712e-45,"Up","HIF3A"
"ENSG00000152268",1597.85828741008,1.91301788356093,0.13138698814648,14.5601776138452,5.03268762589162e-48,1.56464522879444e-45,"Up","SPON1"
"ENSG00000163171",1357.57299789907,1.5056623420349,0.103586113122193,14.5353686575612,7.23231244319789e-48,2.21039081314821e-45,"Up","CDC42EP3"
"ENSG00000103742",370.827770473622,-2.1972132167437,0.151833914462143,-14.4711622862857,1.84330782551932e-47,5.44893880487942e-45,"Down","IGDCC4"
"ENSG00000141401",627.528067458797,2.32689731907438,0.160786131317705,14.472002653491,1.82092154652656e-47,5.44893880487942e-45,"Up","IMPA2"
"ENSG00000112837",2754.94303068407,-1.8335493005585,0.127751440477697,-14.3524745686027,1.0280260047363e-46,2.98989756732337e-44,"Down","TBX18"
"ENSG00000164647",1920.71084944799,1.56742395092804,0.109745799382895,14.2823138538489,2.82077813461622e-46,8.07369386085709e-44,"Up","STEAP1"
"ENSG00000068383",1247.23914866505,1.38114294779021,0.0973000386859057,14.1946803561783,9.88360692272363e-46,2.78470625047738e-43,"Up","INPP5A"
"ENSG00000156675",1631.8741313659,1.54727945997217,0.109750265705708,14.0981841822702,3.89667547893833e-45,1.08099772671102e-42,"Up","RAB11FIP1"
"ENSG00000136999",435.706358063201,-2.55243676364824,0.182552403581395,-13.9819400543263,2.00934940050695e-44,5.48978611968807e-42,"Down","NOV"
"ENSG00000196517",229.638049919376,-2.22911280249553,0.160690033517436,-13.8721285552141,9.34615503110668e-44,2.47838040471935e-41,"Down","SLC6A9"
"ENSG00000206538",12754.9344048327,1.36625068710959,0.098486653633238,13.8724450136916,9.30500519335184e-44,2.47838040471935e-41,"Up","VGLL3"
"ENSG00000227051",4615.70080486906,-1.15108763737765,0.0832672748642226,-13.8240099637539,1.82607517715309e-43,4.77214312962674e-41,"Down","C14orf132"
"ENSG00000134363",2906.30973919635,-1.8075329340147,0.131194267637637,-13.7775298156103,3.47976321709551e-43,8.96387004723804e-41,"Down","FST"
"ENSG00000109906",385.071327676389,7.35265852969059,0.536392626289791,13.7076055287126,9.14254824786088e-43,2.3219497183863e-40,"Up","ZBTB16"
"ENSG00000149218",2027.18420510953,1.9264481156239,0.14061330895228,13.7003255949099,1.01070057933238e-42,2.53124345090575e-40,"Up","ENDOD1"
"ENSG00000124762",8020.4921552315,-1.00795282666911,0.0736937770015639,-13.6775840197161,1.38208905317757e-42,3.41394928861616e-40,"Down","CDKN1A"
"ENSG00000167641",231.672665874094,2.89643839486043,0.211943250016944,13.6661035188848,1.61831703179546e-42,3.94344496180213e-40,"Up","PPP1R14A"
"ENSG00000185432",3885.65647195502,2.24939427480604,0.164845807234307,13.6454442642197,2.14899846313835e-42,5.16676537164143e-40,"Up","METTL7A"
"ENSG00000163378",1805.28792859584,1.26187534834031,0.0927919871833685,13.5989689050057,4.06118485289086e-42,9.63569542991158e-40,"Up","EOGT"
"ENSG00000126016",386.412442581616,-2.37421103682809,0.174904442864528,-13.5743323493905,5.68594419207204e-42,1.33154474897978e-39,"Down","AMOT"
"ENSG00000106484",677.207250627007,-1.86373727231735,0.137336174851649,-13.5706216831113,5.98125634243647e-42,1.38274377393352e-39,"Down","MEST"
"ENSG00000196975",4908.81788741262,1.18510396012487,0.0876637476396931,13.5187462552453,1.21224148542866e-41,2.76697955256324e-39,"Up","ANXA4"
"ENSG00000150907",678.867910303335,2.22787306603076,0.16492045373446,13.508773566788,1.3881469483506e-41,3.12888322158224e-39,"Up","FOXO1"
"ENSG00000151726",1460.17591174986,1.6025246167622,0.118678050108556,13.5031256015443,1.49879968855867e-41,3.33658715852962e-39,"Up","ACSL1"
"ENSG00000130513",451.001146431514,-1.86848594910836,0.138385231689853,-13.5020617900614,1.52060265314152e-41,3.34384232212779e-39,"Down","GDF15"
"ENSG00000221869",1963.57514702786,1.4998615203004,0.111593931935993,13.4403501541704,3.5077287823795e-41,7.62064643420085e-39,"Up","CEBPD"
"ENSG00000169715",554.197192328851,2.22519867849697,0.166679340122433,13.3501769137223,1.18167947355059e-40,2.53667193655527e-38,"Up","MT1E"
"ENSG00000145390",8442.04514236764,2.14752835959397,0.161968656704383,13.2589131952457,4.00660069962535e-40,8.49964986066403e-38,"Up","USP53"
"ENSG00000147027",12593.314252767,1.16478239516344,0.0878885841919956,13.2529429831175,4.33850263277399e-40,9.09673017141635e-38,"Up","TMEM47"
"ENSG00000185950",1974.87889005049,2.12426467798547,0.160407233135473,13.2429481916903,4.95643040318487e-40,1.02729141414057e-37,"Up","IRS2"
"ENSG00000013293",244.49400651336,-2.88282474109638,0.217892846281333,-13.2304698859834,5.85203664655293e-40,1.19913550921185e-37,"Down","SLC7A14"
"ENSG00000131831",1017.17356476016,1.42845384290819,0.108927740398074,13.113774670143,2.74584351314751e-39,5.56326407068269e-37,"Up","RAI2"
"ENSG00000137672",655.448854141464,1.95433538376628,0.150003799426746,13.0285725510618,8.41675356707777e-39,1.68634333690607e-36,"Up","TRPC6"
"ENSG00000146122",1942.42555424956,1.68146886185906,0.129271253571599,13.0072913768702,1.11214656257428e-38,2.20376118860872e-36,"Up","DAAM2"
"ENSG00000020577",3104.99903050483,1.20333778253203,0.0929075758228541,12.9519877348476,2.28948062360377e-38,4.48738202226339e-36,"Up","SAMD4A"
"ENSG00000119138",1683.27622905212,2.08295472268108,0.160856185130774,12.9491739530418,2.37495823598253e-38,4.6048652592728e-36,"Up","KLF9"
"ENSG00000163110",1314.18347975196,1.60548666998471,0.124182756302577,12.9284187095418,3.11152579556855e-38,5.9688333133715e-36,"Up","PDLIM5"
"ENSG00000138735",6850.21318844962,-1.17880299898246,0.0914447295938917,-12.8908795970807,5.06626535445484e-38,9.61630493384523e-36,"Down","PDE5A"
"ENSG00000071282",3659.86212780504,1.60529985112349,0.125089712796644,12.8331883992188,1.06873715451432e-37,2.00744462189606e-35,"Up","LMCD1"
"ENSG00000101825",4767.10469108964,-1.32373486159025,0.103666474137612,-12.7691702896451,2.43738741709676e-37,4.53102782526688e-35,"Down","MXRA5"
"ENSG00000162407",25853.4050719681,-1.00143162319794,0.0788512843100766,-12.7002576046814,5.89353928487146e-37,1.08441122841635e-34,"Down","PPAP2B"
"ENSG00000246430",2162.53381587847,2.05124374572683,0.161861654488122,12.6728208247579,8.36512345449486e-37,1.52363541546921e-34,"Up","LINC00968"
"ENSG00000163513",13216.63240217,1.45841245433212,0.115220342786176,12.6575951699659,1.0156306062925e-36,1.83138510926664e-34,"Up","TGFBR2"
"ENSG00000163431",4934.7292907592,1.16354230317644,0.0922168280928015,12.6174617717877,1.69186898116972e-36,3.02057242261906e-34,"Up","LMOD1"
"ENSG00000046653",1090.45643883243,2.3961436929629,0.190339794080108,12.5887689673261,2.43440260590056e-36,4.30364194015675e-34,"Up","GPM6B"
"ENSG00000099998",506.243741997388,2.38094332678335,0.189623739202451,12.5561458538761,3.6781763222011e-36,6.43930829533304e-34,"Up","GGT5"
"ENSG00000106617",1018.35402511812,1.61673119670987,0.128806136155312,12.5516628707847,3.89248865499293e-36,6.74897648334927e-34,"Up","PRKAG2"
"ENSG00000137809",1115.79483186228,-1.72108898429588,0.137394822449955,-12.5265927318533,5.34083004543001e-36,9.17198546468513e-34,"Down","ITGA11"
"ENSG00000115457",1919.14220160302,2.21410637004643,0.180440513489298,12.2705612350064,1.30346688455459e-34,2.21736932663097e-32,"Up","IGFBP2"
"ENSG00000160200",834.069633966776,1.24280152914045,0.102308097363414,12.1476360246035,5.9048332142707e-34,9.9510235999747e-32,"Up","CBS"
"ENSG00000214814",243.273277090711,-3.05958686157843,0.25208984328512,-12.1368906486167,6.73365259102075e-34,1.12427058816006e-31,"Down","FER1L6"
"ENSG00000162772",373.512381807902,1.91920235452617,0.158719515134248,12.0917856440203,1.16721911914955e-33,1.93094450977107e-31,"Up","ATF3"
"ENSG00000128923",1415.67710071441,1.03826479474374,0.0859808555189522,12.0755345882187,1.42236843150061e-33,2.33164977789263e-31,"Up","FAM63B"
"ENSG00000174306",3234.84552730351,1.13102954742889,0.0936884661091994,12.0722389254469,1.4805063922719e-33,2.40508930319342e-31,"Up","ZHX3"
"ENSG00000119508",216.674369404589,2.07787320051085,0.172230243568212,12.064508285317,1.62630813966736e-33,2.61835610486445e-31,"Up","NR4A3"
"ENSG00000123562",5040.48334406563,1.02810240111312,0.0854070088259124,12.0376818629573,2.25195037501561e-33,3.59355479312226e-31,"Up","MORF4L2"
"ENSG00000125868",15848.9705816333,0.916740254773882,0.0764054930304583,11.9983553330182,3.62426722510502e-33,5.73270057921875e-31,"Not significant","DSTN"
"ENSG00000145777",152.370841552781,-2.78280737500403,0.232012093604249,-11.9942341443233,3.80924131487826e-33,5.97289038172911e-31,"Down","TSLP"
"ENSG00000173918",992.657155958414,1.25342675759414,0.104586513449426,11.9845926234098,4.27942891849902e-33,6.65229847054951e-31,"Up","C1QTNF1"
"ENSG00000164125",5596.3514152391,1.12469293368262,0.0939422969303767,11.9721677075468,4.97125953462772e-33,7.66168819900915e-31,"Up","FAM198B"
"ENSG00000114098",1010.29282888401,1.34637083674888,0.11267541108792,11.9491096038542,6.56245426570404e-33,1.0028319942303e-30,"Up","ARMC8"
"ENSG00000109861",4057.99873271313,1.01827611276371,0.0854345005589595,11.9187928307837,9.44673753877346e-33,1.43145858234591e-30,"Up","CTSC"
"ENSG00000077684",1570.63392682279,1.20032132095717,0.101123620428689,11.8698412484512,1.69789511909399e-32,2.55137039895858e-30,"Up","JADE1"
"ENSG00000114270",1546.90777793248,1.23340820934696,0.104083113182518,11.850224033788,2.14616271176338e-32,3.19831454698489e-30,"Up","COL7A1"
"ENSG00000139289",1975.85342956826,-0.992017158504802,0.0837194349599904,-11.8493054686631,2.16981669964651e-32,3.20706022360868e-30,"Not significant","PHLDA1"
"ENSG00000103485",865.199817057682,-1.21212857415631,0.102565869608863,-11.8180499885468,3.14909390873803e-32,4.61662287498895e-30,"Down","QPRT"
"ENSG00000138829",15701.2188784373,1.91934835764839,0.163686931099244,11.7257275505073,9.4089144257541e-32,1.36499656457675e-29,"Up","FBN2"
"ENSG00000164442",7510.49639231427,1.54985343192054,0.132180862728302,11.7252482691558,9.46232090572836e-32,1.36499656457675e-29,"Up","CITED2"
"ENSG00000110756",995.252222053197,1.57645796895903,0.134640528914147,11.7086436132783,1.15106277990515e-31,1.64729873390871e-29,"Up","HPS5"
"ENSG00000155130",5654.02187573995,-1.1916670412628,0.101807724449771,-11.7050749115872,1.20053165505489e-31,1.70456589007479e-29,"Down","MARCKS"
"ENSG00000144369",1303.26322729511,-1.34801502725895,0.115586899066808,-11.6623513403523,1.98484221940542e-31,2.79614647658739e-29,"Down","FAM171B"
"ENSG00000143320",1492.11031525408,-1.63664566330191,0.140524633649436,-11.6466815874063,2.3856896274781e-31,3.33478723741744e-29,"Down","CRABP2"
"ENSG00000181467",630.869571252005,-1.27267144048774,0.110017832484902,-11.5678650609882,5.99560225701561e-31,8.31636153065427e-29,"Down","RAP2B"
"ENSG00000196507",988.841982921031,1.05502295084417,0.0921061759060577,11.4544213834285,2.23450411888237e-30,3.07576933371655e-28,"Up","TCEAL3"
"ENSG00000008256",3716.56541790484,1.18342034209576,0.103673178894534,11.414913237103,3.52255306473526e-30,4.8120209744929e-28,"Up","CYTH3"
"ENSG00000116584",2250.58089102087,-1.01570973950187,0.0896089278373522,-11.3349167768804,8.81158180279246e-30,1.19466498547333e-27,"Down","ARHGEF2"
"ENSG00000140545",9199.60485668938,1.11110678381399,0.0987360672271225,11.2533020102787,2.23081104958415e-29,3.00193916761951e-27,"Up","MFGE8"
"ENSG00000154864",153.233975152144,-2.56719679987546,0.22908886082044,-11.2061179696015,3.80518987878928e-29,5.08260621439469e-27,"Down","PIEZO2"
"ENSG00000177283",115.085150181609,2.48852070439976,0.223007282114998,11.158921272878,6.47727249842107e-29,8.58810130084771e-27,"Up","FZD8"
"ENSG00000146592",669.394803070239,-2.046628664961,0.184228038106267,-11.1092138091404,1.13151319654258e-28,1.48930262482159e-26,"Down","CREB5"
"ENSG00000072958",2129.43309251556,1.08552346729648,0.098016187828166,11.0749406944853,1.65990016541417e-28,2.16893621614118e-26,"Up","AP1M1"
"ENSG00000133216",344.05324780186,-1.77057798979371,0.160447605096962,-11.0352409979801,2.58357938238317e-28,3.35159017432613e-26,"Down","EPHB2"
"ENSG00000205978",1601.03584426828,-1.15645414959762,0.105131045840869,-11.000120281768,3.81622541299589e-28,4.9152983319387e-26,"Down","NYNRIN"
"ENSG00000243244",996.172029975073,1.41182187725466,0.128502739890461,10.9867064193193,4.427905730776e-28,5.66269476151439e-26,"Up","STON1"
"ENSG00000136546",4991.23707113776,1.3687112893585,0.12483088612436,10.9645243405142,5.65973733130134e-28,7.18706926464971e-26,"Up","SCN7A"
"ENSG00000096060",2564.38437504937,4.04665580469634,0.36977840705536,10.9434616177859,7.14198282960791e-28,9.00589051632797e-26,"Up","FKBP5"
"ENSG00000163491",160.223339782888,-2.49613373469984,0.228847633451275,-10.9074046213867,1.06246409050362e-27,1.33044114444176e-25,"Down","NEK10"
"ENSG00000092621",1231.09188657928,-1.42678401438322,0.130894270332579,-10.9002786046938,1.14904912924135e-27,1.42894164817103e-25,"Down","PHGDH"
"ENSG00000187498",2283.82730989972,1.31570366035528,0.120956355176659,10.8775074979208,1.47542229918487e-27,1.82224759581517e-25,"Up","COL4A1"
"ENSG00000166482",26348.0835801087,-0.968274758967224,0.0893217802330815,-10.8402984853252,2.21746379222112e-27,2.72008891845791e-25,"Not significant","MFAP4"
"ENSG00000233117",77.6315991325697,3.38934492966134,0.312917944977937,10.8314175778583,2.44342939893233e-27,2.97702154875323e-25,"Up","LINC00702"
"ENSG00000123243",13780.6124837487,-0.955573126518609,0.0885150353078869,-10.7956023877162,3.61086794604788e-27,4.36987723510976e-25,"Not significant","ITIH5"
"ENSG00000127083",304.475082330564,1.81291268121077,0.167971722574809,10.7929635620862,3.71609297439717e-27,4.46723923428866e-25,"Up","OMD"
"ENSG00000165507",18353.5589923275,1.55342018026182,0.144063452500089,10.782888743145,4.1465544686095e-27,4.95170001178586e-25,"Up","C10orf10"
"ENSG00000183160",2987.64727922828,-1.173067817913,0.10887622013128,-10.7743253439415,4.55106200742464e-27,5.39899671828165e-25,"Down","TMEM119"
"ENSG00000177666",1701.23183704411,1.10018868114872,0.102754593676781,10.7069537407681,9.44176574827071e-27,1.11277071877658e-24,"Up","PNPLA2"
"ENSG00000069431",849.097214895302,1.05714975687123,0.0988066747563812,10.6991735070303,1.02690045911553e-26,1.2024070830371e-24,"Up","ABCC9"
"ENSG00000102466",664.680645198945,1.21728047997963,0.113841125944113,10.6928007772624,1.09998160380987e-26,1.27966892128384e-24,"Up","FGF14"
"ENSG00000131386",11496.512180422,1.61544264468316,0.151546035204625,10.6597486532849,1.57021221696774e-26,1.81500427540784e-24,"Up","GALNT15"
"ENSG00000180914",568.7095119069,1.87564343690264,0.176019668960583,10.6558741303091,1.63699479301095e-26,1.88014586672442e-24,"Up","OXTR"
"ENSG00000162496",3692.00032052386,1.08717451706399,0.102165083910258,10.6413509924679,1.91334722070777e-26,2.18363779011409e-24,"Up","DHRS3"
"ENSG00000177674",751.373019489767,1.11486449160684,0.104798731578085,10.6381487143874,1.98024682094779e-26,2.2457742563101e-24,"Up","AGTRAP"
"ENSG00000099204",848.584854270064,1.42729039928487,0.134825476341185,10.5862069841535,3.45301452348136e-26,3.89154736796349e-24,"Up","ABLIM1"
"ENSG00000126878",93.2590639059887,-2.66905405645202,0.252643397682764,-10.5645114059282,4.35229169222321e-26,4.87456669529e-24,"Down","AIF1L"
"ENSG00000127954",286.388753317735,5.20719450324341,0.493089502441162,10.5603434619149,4.54993962223486e-26,5.06447600420611e-24,"Up","STEAP4"
"ENSG00000148120",743.999682318538,1.10415043658279,0.104972346998442,10.518488612998,7.10033821997292e-26,7.85480360629152e-24,"Up","C9orf3"
"ENSG00000169738",627.449398995589,2.09813133420349,0.19952200426884,10.515789182713,7.30665026241503e-26,8.03375106901633e-24,"Up","DCXR"
"ENSG00000112773",516.79715620943,-1.19801733239045,0.113937107928867,-10.5147247825388,7.38962390151076e-26,8.07573928436618e-24,"Down","FAM46A"
"ENSG00000197043",14120.9945935611,0.921971419617556,0.0876972816487418,10.5131128614724,7.51706000669896e-26,8.16551964101178e-24,"Not significant","ANXA6"
"ENSG00000125848",178.652501999173,-2.48121184028894,0.237143576476548,-10.4629097576857,1.27867467616757e-25,1.38066238087746e-23,"Down","FLRT3"
"ENSG00000035664",633.039689235768,1.68367750571159,0.161130161599439,10.4491765476977,1.47802922439597e-25,1.58641803418501e-23,"Up","DAPK2"
"ENSG00000110900",262.804092122617,-1.46521443786069,0.140561316298904,-10.4240233119681,1.9262817767113e-25,2.05530846139989e-23,"Down","TSPAN11"
"ENSG00000023909",1927.70386518774,1.22205211540791,0.117405840655669,10.408784678711,2.2608944486781e-25,2.39814404109197e-23,"Up","GCLM"
"ENSG00000164742",353.798497568979,-2.58876757555526,0.248961121547216,-10.3982805004527,2.52447442910699e-25,2.6620656669975e-23,"Down","ADCY1"
"ENSG00000091527",4870.58470489548,0.765732505663224,0.0736465138920232,10.3974032876275,2.54781692921501e-25,2.67106016672123e-23,"Not significant","CDV3"
"ENSG00000138073",1697.49904128374,1.101391607711,0.106317811617501,10.3594269949185,3.79227003351262e-25,3.95272908926587e-23,"Up","PREB"
"ENSG00000163697",2266.27531330114,1.08036469590318,0.104450127978155,10.3433544488249,4.4855583365581e-25,4.64848206464458e-23,"Up","APBB2"
"ENSG00000131446",5361.99441054287,0.865562779524341,0.0837544649828508,10.3345269974749,4.91832489869424e-25,5.06784197561454e-23,"Not significant","MGAT1"
"ENSG00000120837",1841.38725402181,1.03567282397888,0.100489961777255,10.3062316440575,6.60402468400065e-25,6.76612347169885e-23,"Up","NFYB"
"ENSG00000174136",2831.68770626288,-0.969439336804878,0.0941271991337243,-10.299247674709,7.10144970795755e-25,7.23465204146274e-23,"Not significant","RGMB"
"ENSG00000102554",149.552166590204,2.48258719825573,0.241223150262188,10.291662286797,7.68382484328617e-25,7.78397357158068e-23,"Up","KLF5"
"ENSG00000172061",231.27386893187,-2.55621888982218,0.248624005167466,-10.2814645275317,8.54196268948367e-25,8.59939814586325e-23,"Down","LRRC15"
"ENSG00000183044",498.690254503353,1.15702182011066,0.112539923954987,10.2809898874059,8.58413745705072e-25,8.59939814586325e-23,"Up","ABAT"
"ENSG00000164292",14399.5190131877,1.04715640572106,0.101866002195386,10.2797438119986,8.69584345490996e-25,8.66317398778654e-23,"Up","RHOBTB3"
"ENSG00000132356",2383.87376730281,0.867614466606513,0.0846619976340134,10.247980095593,1.20842399478068e-24,1.19726931175194e-22,"Not significant","PRKAA1"
"ENSG00000152580",5992.44572049488,-1.15567352196433,0.112930589345853,-10.2334852643428,1.40374594660111e-24,1.38318835568914e-22,"Down","IGSF10"
"ENSG00000013297",3431.54455302823,-1.77431238231774,0.173470580730755,-10.2283186857584,1.48067620360661e-24,1.45106267953448e-22,"Down","CLDN11"
